Class	Length	Reads
rRNAdb-28S-rRNA_Unmatch_Genome	32	2718.00
rRNAdb-28S-rRNA_Unmatch_Genome	33	2349.00
rRNAdb-28S-rRNA_Unmatch_Genome	34	1978.00
rRNAdb-28S-rRNA_Unmatch_Genome	35	2168.00
rRNAdb-28S-rRNA_Unmatch_Genome	36	2519.00
rRNAdb-28S-rRNA_Unmatch_Genome	37	2367.00
rRNAdb-28S-rRNA_Unmatch_Genome	38	1804.00
rRNAdb-28S-rRNA_Unmatch_Genome	39	2115.00
rRNAdb-28S-rRNA_Unmatch_Genome	40	2190.00
rRNAdb-28S-rRNA_Unmatch_Genome	41	8474.00
rRNAdb-28S-rRNA_Unmatch_Genome	42	3420.00
rRNAdb-28S-rRNA_Unmatch_Genome	43	930.00
rRNAdb-28S-rRNA_Unmatch_Genome	44	634.00
rRNAdb-28S-rRNA_Unmatch_Genome	45	591.00
rRNAdb-45S-rRNA_Unmatch_Genome	16	45.00
rRNAdb-45S-rRNA_Unmatch_Genome	17	921.00
rRNAdb-45S-rRNA_Unmatch_Genome	18	3652.00
rRNAdb-45S-rRNA_Unmatch_Genome	19	1733.00
rRNAdb-45S-rRNA_Unmatch_Genome	20	2989.00
rRNAdb-45S-rRNA_Unmatch_Genome	21	1483.00
rRNAdb-45S-rRNA_Unmatch_Genome	22	1017.00
rRNAdb-45S-rRNA_Unmatch_Genome	23	726.00
rRNAdb-45S-rRNA_Unmatch_Genome	24	1878.00
rRNAdb-45S-rRNA_Unmatch_Genome	25	1538.00
rRNAdb-45S-rRNA_Unmatch_Genome	26	941.00
rRNAdb-45S-rRNA_Unmatch_Genome	27	6302.00
rRNAdb-45S-rRNA_Unmatch_Genome	28	870.00
rRNAdb-45S-rRNA_Unmatch_Genome	29	1502.00
rRNAdb-45S-rRNA_Unmatch_Genome	30	1841.00
rRNAdb-45S-rRNA_Unmatch_Genome	31	1933.00
rRNAdb-45S-rRNA_Unmatch_Genome	32	1457.00
rRNAdb-45S-rRNA_Unmatch_Genome	33	2784.00
rRNAdb-45S-rRNA_Unmatch_Genome	34	1263.00
rRNAdb-45S-rRNA_Unmatch_Genome	35	283.00
rRNAdb-45S-rRNA_Unmatch_Genome	36	399.00
rRNAdb-45S-rRNA_Unmatch_Genome	37	790.00
rRNAdb-45S-rRNA_Unmatch_Genome	38	1546.00
rRNAdb-45S-rRNA_Unmatch_Genome	39	431.00
rRNAdb-45S-rRNA_Unmatch_Genome	40	134.00
rRNAdb-45S-rRNA_Unmatch_Genome	41	85.00
rRNAdb-45S-rRNA_Unmatch_Genome	42	96.00
rRNAdb-45S-rRNA_Unmatch_Genome	43	73.00
rRNAdb-45S-rRNA_Unmatch_Genome	44	84.00
rRNAdb-45S-rRNA_Unmatch_Genome	45	28.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	15	1.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	16	6.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	17	185.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	18	1366.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	19	855.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	20	1935.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	21	2276.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	22	1622.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	23	5042.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	24	1268.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	25	2580.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	26	8604.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	27	2006.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	28	2392.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	29	1671.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	30	1616.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	31	2844.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	32	3185.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	33	2841.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	34	762.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	35	700.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	36	1572.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	37	528.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	38	635.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	39	433.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	40	1166.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	41	949.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	42	705.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	43	519.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	44	1440.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	45	898.00
GtRNAdb-pre-tRNA_Match_Genome	15	24.00
GtRNAdb-pre-tRNA_Match_Genome	16	6.00
GtRNAdb-pre-tRNA_Match_Genome	17	2.00
GtRNAdb-pre-tRNA_Match_Genome	18	1.00
GtRNAdb-pre-tRNA_Match_Genome	19	1.00
GtRNAdb-mature-tRNA_Match_Genome	15	30644.00
GtRNAdb-mature-tRNA_Match_Genome	16	25419.00
GtRNAdb-mature-tRNA_Match_Genome	17	17181.00
GtRNAdb-mature-tRNA_Match_Genome	18	17845.00
GtRNAdb-mature-tRNA_Match_Genome	19	22693.00
GtRNAdb-mature-tRNA_Match_Genome	20	11345.00
GtRNAdb-mature-tRNA_Match_Genome	21	10116.00
GtRNAdb-mature-tRNA_Match_Genome	22	16722.00
GtRNAdb-mature-tRNA_Match_Genome	23	17504.00
GtRNAdb-mature-tRNA_Match_Genome	24	19636.00
GtRNAdb-mature-tRNA_Match_Genome	25	46922.00
GtRNAdb-mature-tRNA_Match_Genome	26	64770.00
GtRNAdb-mature-tRNA_Match_Genome	27	16559.00
GtRNAdb-mature-tRNA_Match_Genome	28	17694.00
GtRNAdb-mature-tRNA_Match_Genome	29	45381.00
GtRNAdb-mature-tRNA_Match_Genome	30	94277.00
GtRNAdb-mature-tRNA_Match_Genome	31	288725.00
GtRNAdb-mature-tRNA_Match_Genome	32	133031.00
GtRNAdb-mature-tRNA_Match_Genome	33	283066.00
GtRNAdb-mature-tRNA_Match_Genome	34	62254.00
GtRNAdb-mature-tRNA_Match_Genome	35	26677.00
GtRNAdb-mature-tRNA_Match_Genome	36	8626.00
GtRNAdb-mature-tRNA_Match_Genome	37	4744.00
GtRNAdb-mature-tRNA_Match_Genome	38	2602.00
GtRNAdb-mature-tRNA_Match_Genome	39	2781.00
GtRNAdb-mature-tRNA_Match_Genome	40	2551.00
GtRNAdb-mature-tRNA_Match_Genome	41	16716.00
GtRNAdb-mature-tRNA_Match_Genome	42	2562.00
GtRNAdb-mature-tRNA_Match_Genome	43	1918.00
GtRNAdb-mature-tRNA_Match_Genome	44	782.00
GtRNAdb-mature-tRNA_Match_Genome	45	610.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	15	10409.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	16	8010.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	17	1608.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	18	4908.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	19	15928.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	20	4068.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	21	3289.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	22	5230.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	23	7541.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	24	13807.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	25	41965.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	26	60782.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	27	9841.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	28	10851.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	29	37048.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	30	84701.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	31	282813.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	32	125371.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	33	273665.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	34	54698.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	35	16736.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	36	2381.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	37	804.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	38	575.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	39	352.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	40	591.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	41	212.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	42	1117.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	43	1378.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	44	126.00
GtRNAdb-mature-tRNA_5_end_Match_Genome	45	440.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	15	391.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	16	96.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	17	80.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	18	86.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	19	379.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	20	80.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	21	217.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	22	78.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	23	170.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	24	94.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	25	208.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	26	32.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	27	51.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	28	56.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	29	48.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	30	149.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	31	153.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	32	287.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	33	338.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	34	331.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	35	1011.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	36	273.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	37	147.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	38	236.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	39	237.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	40	32.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	41	28.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	42	362.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	43	36.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	44	16.00
GtRNAdb-mature-tRNA_3_end_Match_Genome	45	14.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	15	3650.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	16	2296.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	17	2957.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	18	2549.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	19	254.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	20	151.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	21	95.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	22	1970.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	23	217.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	24	203.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	25	209.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	26	86.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	27	58.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	28	22.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	29	125.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	30	70.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	31	29.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	32	40.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	33	43.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	34	60.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	35	78.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	36	31.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	37	36.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	38	193.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	39	731.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	40	11.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	41	9.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	42	27.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	43	10.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	44	8.00
GtRNAdb-mature-tRNA_CCA_end_Match_Genome	45	17.00
GtRNAdb-mature-tRNA_Unmatch_Genome	16	4.00
GtRNAdb-mature-tRNA_Unmatch_Genome	17	20.00
GtRNAdb-mature-tRNA_Unmatch_Genome	18	239.00
GtRNAdb-mature-tRNA_Unmatch_Genome	19	153.00
GtRNAdb-mature-tRNA_Unmatch_Genome	20	506.00
GtRNAdb-mature-tRNA_Unmatch_Genome	21	382.00
GtRNAdb-mature-tRNA_Unmatch_Genome	22	3659.00
GtRNAdb-mature-tRNA_Unmatch_Genome	23	379.00
GtRNAdb-mature-tRNA_Unmatch_Genome	24	1187.00
GtRNAdb-mature-tRNA_Unmatch_Genome	25	652.00
GtRNAdb-mature-tRNA_Unmatch_Genome	26	502.00
GtRNAdb-mature-tRNA_Unmatch_Genome	27	355.00
GtRNAdb-mature-tRNA_Unmatch_Genome	28	276.00
GtRNAdb-mature-tRNA_Unmatch_Genome	29	1151.00
GtRNAdb-mature-tRNA_Unmatch_Genome	30	612.00
GtRNAdb-mature-tRNA_Unmatch_Genome	31	363.00
GtRNAdb-mature-tRNA_Unmatch_Genome	32	263.00
GtRNAdb-mature-tRNA_Unmatch_Genome	33	326.00
GtRNAdb-mature-tRNA_Unmatch_Genome	34	487.00
GtRNAdb-mature-tRNA_Unmatch_Genome	35	1167.00
GtRNAdb-mature-tRNA_Unmatch_Genome	36	997.00
GtRNAdb-mature-tRNA_Unmatch_Genome	37	594.00
GtRNAdb-mature-tRNA_Unmatch_Genome	38	3254.00
GtRNAdb-mature-tRNA_Unmatch_Genome	39	274.00
GtRNAdb-mature-tRNA_Unmatch_Genome	40	229.00
GtRNAdb-mature-tRNA_Unmatch_Genome	41	354.00
GtRNAdb-mature-tRNA_Unmatch_Genome	42	865.00
GtRNAdb-mature-tRNA_Unmatch_Genome	43	252.00
GtRNAdb-mature-tRNA_Unmatch_Genome	44	172.00
GtRNAdb-mature-tRNA_Unmatch_Genome	45	1099.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	17	3.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	18	1.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	19	1.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	21	1.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	24	2.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	25	2.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	27	3.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	28	2.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	29	2.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	30	13.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	31	48.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	32	5.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	33	7.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	34	7.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	35	16.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	36	1.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	38	1.00
GtRNAdb-mature-tRNA_5_end_Unmatch_Genome	45	1.00
GtRNAdb-mature-tRNA_3_end_Unmatch_Genome	42	1.00
GtRNAdb-mature-tRNA_3_end_Unmatch_Genome	44	3.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	16	4.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	17	6.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	18	223.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	19	119.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	20	154.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	21	200.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	22	3586.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	23	320.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	24	1086.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	25	211.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	26	370.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	27	242.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	28	219.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	29	1082.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	30	560.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	31	211.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	32	181.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	33	208.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	34	330.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	35	234.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	36	546.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	37	257.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	38	3167.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	39	214.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	40	157.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	41	295.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	42	835.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	43	212.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	44	150.00
GtRNAdb-mature-tRNA_CCA_end_Unmatch_Genome	45	1070.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	15	76215.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	16	65438.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	17	105575.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	18	80069.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	19	118458.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	20	59074.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	21	56678.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	22	91550.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	23	46802.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	24	36489.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	25	35163.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	26	48601.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	27	46987.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	28	41344.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	29	41361.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	30	36257.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	31	41039.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	32	46364.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	33	40075.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	34	25342.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	35	21741.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	36	15412.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	37	12352.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	38	13932.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	39	16895.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	40	15902.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	41	28911.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	42	12073.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	43	17246.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	44	7349.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	45	5636.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	15	24978.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	16	14141.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	17	49768.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	18	23746.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	19	65509.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	20	11587.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	21	12682.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	22	60409.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	23	9179.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	24	7835.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	25	11207.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	26	22531.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	27	21238.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	28	15798.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	29	14473.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	30	7922.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	31	12873.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	32	18945.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	33	9053.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	34	4045.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	35	5211.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	36	1571.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	37	1202.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	38	3632.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	39	4183.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	40	3619.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	41	17435.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	42	4177.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	43	10496.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	44	1767.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	45	2165.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	15	1090.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	16	517.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	17	442.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	18	626.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	19	448.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	20	272.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	21	762.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	22	834.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	23	1201.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	24	1423.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	25	1402.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	26	502.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	27	605.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	28	750.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	29	1005.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	30	2692.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	31	2066.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	32	823.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	33	675.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	34	3164.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	35	4634.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	36	2308.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	37	817.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	38	921.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	39	733.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	40	382.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	41	621.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	42	1447.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	43	1737.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	44	520.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	45	94.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	15	6358.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	16	3733.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	17	2288.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	18	1395.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	19	608.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	20	452.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	21	73.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	22	25.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	23	41.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	24	10.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	25	37.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	26	78.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	27	43.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	28	28.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	29	24.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	30	70.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	31	62.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	32	146.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	33	58.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	34	36.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	35	63.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	36	26.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	37	15.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	38	42.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	39	28.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	40	24.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	41	391.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	42	11.00
