symbol	tx_id	tx_biotype	exon_id	exon_rank
Gm44038	Gm44038	processed_pseudogene	NA	NA
Gm44039	Gm44039	TEC	NA	NA
Gm44040	Gm44040	antisense	NA	NA
Gm44041	Gm44041	processed_pseudogene	NA	NA
Gm44043	Gm44043	TEC	NA	NA
Gm44044	Gm44044	TEC	NA	NA
Gm44045	Gm44045	TEC	NA	NA
Gm44046	Gm44046	TEC	NA	NA
Gm44048	Gm44048	processed_pseudogene	NA	NA
Gm44049	Gm44049	TEC	NA	NA
Gm4405	Gm4405	processed_pseudogene	NA	NA
Gm44050	Gm44050	processed_pseudogene	NA	NA
Gm44052	Gm44052	processed_pseudogene	NA	NA
Gm44053	Gm44053	lincRNA	NA	NA
Gm44054	Gm44054	processed_pseudogene	NA	NA
Gm44055	Gm44055	processed_pseudogene	NA	NA
Gm44056	Gm44056	TEC	NA	NA
Gm44057	Gm44057	processed_pseudogene	NA	NA
Gm44058	Gm44058	processed_pseudogene	NA	NA
Gm44059	Gm44059	processed_pseudogene	NA	NA
Gm44060	Gm44060	processed_pseudogene	NA	NA
Gm44061	Gm44061	processed_pseudogene	NA	NA
Gm44062	Gm44062	TEC	NA	NA
Gm44063	Gm44063	processed_pseudogene	NA	NA
Gm44064	Gm44064	TEC	NA	NA
Gm44065	Gm44065	TEC	NA	NA
Gm44066	Gm44066	lincRNA	NA	NA
Gm44067	Gm44067	lincRNA	NA	NA
Gm44068	Gm44068	TEC	NA	NA
Gm44069	Gm44069	TEC	NA	NA
Gm44070	Gm44070	TEC	NA	NA
Gm44071	Gm44071	antisense	NA	NA
Gm44072	Gm44072	antisense	NA	NA
Gm44073	Gm44073	antisense	NA	NA
Gm44074	Gm44074	processed_pseudogene	NA	NA
Gm44075	Gm44075	processed_pseudogene	NA	NA
Gm44076	Gm44076	processed_pseudogene	NA	NA
Gm44077	Gm44077	lincRNA	NA	NA
Gm44078	Gm44078	TEC	NA	NA
Gm44079	Gm44079	antisense	NA	NA
Gm44080	Gm44080	TEC	NA	NA
Gm44081	Gm44081	lincRNA	NA	NA
Gm44083	Gm44083	processed_pseudogene	NA	NA
Gm44084	Gm44084	processed_pseudogene	NA	NA
Gm44085	Gm44085	antisense	NA	NA
Gm44086	Gm44086	TEC	NA	NA
Gm44087	Gm44087	TEC	NA	NA
Gm44088	Gm44088	processed_pseudogene	NA	NA
Gm44089	Gm44089	antisense	NA	NA
Gm4409	Gm4409	antisense	NA	NA
Gm44090	Gm44090	TEC	NA	NA
Gm44091	Gm44091	sense_intronic	NA	NA
Gm44092	Gm44092	processed_pseudogene	NA	NA
Gm44093	Gm44093	TEC	NA	NA
Gm44094	Gm44094	TEC	NA	NA
Gm44095	Gm44095	TEC	NA	NA
Gm44096	Gm44096	antisense	NA	NA
Gm44097	Gm44097	antisense	NA	NA
Gm44098	Gm44098	unprocessed_pseudogene	NA	NA
Gm44099	Gm44099	unprocessed_pseudogene	NA	NA
Gm4410	Gm4410	transcribed_processed_pseudogene	NA	NA
Gm44100	Gm44100	processed_pseudogene	NA	NA
Gm44101	Gm44101	TEC	NA	NA
Gm44102	Gm44102	TEC	NA	NA
Gm44103	Gm44103	TEC	NA	NA
Gm44104	Gm44104	TEC	NA	NA
Gm44105	Gm44105	sense_intronic	NA	NA
Gm44106	Gm44106	TEC	NA	NA
Gm44107	Gm44107	lincRNA	NA	NA
Gm44108	Gm44108	processed_pseudogene	NA	NA
Gm44109	Gm44109	lincRNA	NA	NA
Gm44110	Gm44110	lincRNA	NA	NA
Gm44111	Gm44111	processed_pseudogene	NA	NA
Gm44112	Gm44112	processed_pseudogene	NA	NA
Gm44113	Gm44113	lincRNA	NA	NA
Gm44114	Gm44114	TEC	NA	NA
Gm44115	Gm44115	lincRNA	NA	NA
Gm44116	Gm44116	TEC	NA	NA
Gm44117	Gm44117	lincRNA	NA	NA
Gm44118	Gm44118	processed_pseudogene	NA	NA
Gm4412	Gm4412	processed_pseudogene	NA	NA
Gm44120	Gm44120	TEC	NA	NA
Gm44121	Gm44121	TEC	NA	NA
Gm44123	Gm44123	antisense	NA	NA
Gm44124	Gm44124	TEC	NA	NA
Gm44125	Gm44125	processed_pseudogene	NA	NA
Gm44126	Gm44126	processed_pseudogene	NA	NA
Gm44127	Gm44127	lincRNA	NA	NA
Gm44128	Gm44128	processed_pseudogene	NA	NA
Gm44129	Gm44129	lincRNA	NA	NA
Gm44130	Gm44130	TEC	NA	NA
Gm44131	Gm44131	processed_pseudogene	NA	NA
Gm44132	Gm44132	processed_pseudogene	NA	NA
Gm44133	Gm44133	transcribed_unprocessed_pseudogene	NA	NA
Gm44134	Gm44134	transcribed_unprocessed_pseudogene	NA	NA
Gm44135	Gm44135	TEC	NA	NA
Gm44136	Gm44136	TEC	NA	NA
Gm44136	Gm44136	TEC	NA	NA
Gm44137	Gm44137	unprocessed_pseudogene	NA	NA
Gm44138	Gm44138	processed_pseudogene	NA	NA
Gm44139	Gm44139	processed_pseudogene	NA	NA
Gm44140	Gm44140	bidirectional_promoter_lncRNA	NA	NA
Gm44141	Gm44141	TEC	NA	NA
Gm44142	Gm44142	TEC	NA	NA
Gm44144	Gm44144	TEC	NA	NA
Gm44145	Gm44145	antisense	NA	NA
Gm44146	Gm44146	TEC	NA	NA
Gm44147	Gm44147	processed_pseudogene	NA	NA
Gm44148	Gm44148	lincRNA	NA	NA
Gm44149	Gm44149	processed_pseudogene	NA	NA
Gm44150	Gm44150	unprocessed_pseudogene	NA	NA
Gm44151	Gm44151	antisense	NA	NA
Gm44151	Gm44151	lncRNA	NA	NA
Gm44152	Gm44152	TEC	NA	NA
Gm44153	Gm44153	TEC	NA	NA
Gm44154	Gm44154	TEC	NA	NA
Gm44155	Gm44155	processed_pseudogene	NA	NA
Gm44156	Gm44156	processed_pseudogene	NA	NA
Gm44157	Gm44157	TEC	NA	NA
Gm44158	Gm44158	processed_pseudogene	NA	NA
Gm44159	Gm44159	processed_pseudogene	NA	NA
Gm44161	Gm44161	processed_pseudogene	NA	NA
Gm44162	Gm44162	processed_pseudogene	NA	NA
Gm44163	Gm44163	processed_pseudogene	NA	NA
Gm44164	Gm44164	TEC	NA	NA
Gm44165	Gm44165	TEC	NA	NA
Gm44166	Gm44166	antisense	NA	NA
Gm44167	Gm44167	sense_intronic	NA	NA
Gm44168	Gm44168	TEC	NA	NA
Gm44169	Gm44169	lincRNA	NA	NA
Gm44170	Gm44170	antisense	NA	NA
Gm44171	Gm44171	TEC	NA	NA
Gm44172	Gm44172	lincRNA	NA	NA
Gm44173	Gm44173	processed_pseudogene	NA	NA
Gm44174	Gm44174	lincRNA	NA	NA
Gm44175	Gm44175	lincRNA	NA	NA
Gm44176	Gm44176	lincRNA	NA	NA
Gm44177	Gm44177	TEC	NA	NA
Gm44178	Gm44178	TEC	NA	NA
Gm44180	Gm44180	processed_pseudogene	NA	NA
Gm44181	Gm44181	TEC	NA	NA
Gm44182	Gm44182	processed_pseudogene	NA	NA
Gm44183	Gm44183	TEC	NA	NA
Gm44184	Gm44184	processed_pseudogene	NA	NA
Gm44185	Gm44185	TEC	NA	NA
Gm44186	Gm44186	TEC	NA	NA
Gm44187	Gm44187	TEC	NA	NA
Gm44189	Gm44189	TEC	NA	NA
Gm4419	Gm4419	antisense	NA	NA
Gm44190	Gm44190	sense_intronic	NA	NA
Gm44192	Gm44192	TEC	NA	NA
Gm44193	Gm44193	TEC	NA	NA
Gm44194	Gm44194	TEC	NA	NA
Gm44196	Gm44196	lincRNA	NA	NA
Gm44198	Gm44198	TEC	NA	NA
Gm44199	Gm44199	antisense	NA	NA
Gm44200	Gm44200	sense_intronic	NA	NA
Gm44202	Gm44202	lincRNA	NA	NA
Gm44203	Gm44203	processed_pseudogene	NA	NA
Gm44204	Gm44204	lincRNA	NA	NA
Gm44206	Gm44206	antisense	NA	NA
Gm44207	Gm44207	TEC	NA	NA
Gm44208	Gm44208	processed_pseudogene	NA	NA
Gm44209	Gm44209	TEC	NA	NA
Gm44210	Gm44210	antisense	NA	NA
Gm44211	Gm44211	processed_pseudogene	NA	NA
Gm44212	Gm44212	processed_pseudogene	NA	NA
Gm44213	Gm44213	processed_pseudogene	NA	NA
Gm44214	Gm44214	lincRNA	NA	NA
Gm44215	Gm44215	TEC	NA	NA
Gm44216	Gm44216	processed_pseudogene	NA	NA
Gm44219	Gm44219	processed_pseudogene	NA	NA
Gm44220	Gm44220	TEC	NA	NA
Gm44221	Gm44221	processed_pseudogene	NA	NA
Gm44223	Gm44223	unprocessed_pseudogene	NA	NA
Gm44224	Gm44224	TEC	NA	NA
Gm44225	Gm44225	processed_pseudogene	NA	NA
Gm44226	Gm44226	lincRNA	NA	NA
Gm44227	Gm44227	processed_pseudogene	NA	NA
Gm44228	Gm44228	TEC	NA	NA
Gm44229	Gm44229	TEC	NA	NA
Gm44230	Gm44230	TEC	NA	NA
Gm44231	Gm44231	TEC	NA	NA
Gm44232	Gm44232	processed_pseudogene	NA	NA
Gm44233	Gm44233	processed_pseudogene	NA	NA
Gm44234	Gm44234	TEC	NA	NA
Gm44235	Gm44235	TEC	NA	NA
Gm44236	Gm44236	TEC	NA	NA
Gm44237	Gm44237	TEC	NA	NA
Gm44238	Gm44238	lincRNA	NA	NA
Gm44239	Gm44239	unprocessed_pseudogene	NA	NA
Gm44240	Gm44240	TEC	NA	NA
Gm44241	Gm44241	TEC	NA	NA
Gm44242	Gm44242	TEC	NA	NA
Gm44243	Gm44243	TEC	NA	NA
Gm44245	Gm44245	processed_pseudogene	NA	NA
Gm44247	Gm44247	TEC	NA	NA
Gm44248	Gm44248	processed_pseudogene	NA	NA
Gm44249	Gm44249	TEC	NA	NA
Gm4425	Gm4425	lincRNA	NA	NA
Gm44250	Gm44250	TEC	NA	NA
Gm44251	Gm44251	processed_pseudogene	NA	NA
Gm44252	Gm44252	processed_pseudogene	NA	NA
Gm44253	Gm44253	TEC	NA	NA
Gm44254	Gm44254	processed_pseudogene	NA	NA
Gm44255	Gm44255	TEC	NA	NA
Gm44256	Gm44256	TEC	NA	NA
Gm44256	Gm44256	TEC	NA	NA
Gm44257	Gm44257	lincRNA	NA	NA
Gm44257	Gm44257	lncRNA	NA	NA
Gm44258	Gm44258	sense_intronic	NA	NA
Gm44259	Gm44259	processed_pseudogene	NA	NA
Gm44260	Gm44260	TEC	NA	NA
Gm44261	Gm44261	processed_pseudogene	NA	NA
Gm44262	Gm44262	processed_pseudogene	NA	NA
Gm44264	Gm44264	antisense	NA	NA
Gm44265	Gm44265	sense_intronic	NA	NA
Gm44266	Gm44266	TEC	NA	NA
Gm44267	Gm44267	TEC	NA	NA
Gm44268	Gm44268	TEC	NA	NA
Gm44270	Gm44270	TEC	NA	NA
Gm44271	Gm44271	lincRNA	NA	NA
Gm44274	Gm44274	TEC	NA	NA
Gm44275	Gm44275	lincRNA	NA	NA
Gm44277	Gm44277	processed_pseudogene	NA	NA
Gm44278	Gm44278	lincRNA	NA	NA
Gm44279	Gm44279	processed_pseudogene	NA	NA
Gm44280	Gm44280	TEC	NA	NA
Gm44281	Gm44281	processed_pseudogene	NA	NA
Gm44282	Gm44282	processed_pseudogene	NA	NA
Gm44283	Gm44283	TEC	NA	NA
Gm44284	Gm44284	antisense	NA	NA
Gm44285	Gm44285	processed_pseudogene	NA	NA
Gm44286	Gm44286	TEC	NA	NA
Gm44287	Gm44287	antisense	NA	NA
Gm44288	Gm44288	TEC	NA	NA
Gm44289	Gm44289	processed_pseudogene	NA	NA
Gm44291	Gm44291	TEC	NA	NA
Gm44292	Gm44292	TEC	NA	NA
Gm44294	Gm44294	TEC	NA	NA
Gm44295	Gm44295	processed_pseudogene	NA	NA
Gm44296	Gm44296	antisense	NA	NA
Gm44297	Gm44297	miRNA	NA	NA
Gm44298	Gm44298	miRNA	NA	NA
Gm44299	Gm44299	miRNA	NA	NA
Gm4430	Gm4430	TEC	NA	NA
Gm4430	Gm4430	TEC	NA	NA
Gm44300	Gm44300	miRNA	NA	NA
Gm44301	Gm44301	miRNA	NA	NA
Gm44302	Gm44302	miRNA	NA	NA
Gm44303	Gm44303	miRNA	NA	NA
Gm44304	Gm44304	miRNA	NA	NA
Gm44305	Gm44305	miRNA	NA	NA
Gm44306	Gm44306	processed_pseudogene	NA	NA
Gm44307	Gm44307	processed_pseudogene	NA	NA
Gm44308	Gm44308	miRNA	NA	NA
Gm44310	Gm44310	miRNA	NA	NA
Gm44311	Gm44311	miRNA	NA	NA
Gm44312	Gm44312	processed_pseudogene	NA	NA
Gm44313	Gm44313	miRNA	NA	NA
Gm44314	Gm44314	miRNA	NA	NA
Gm44315	Gm44315	processed_pseudogene	NA	NA
Gm44316	Gm44316	miRNA	NA	NA
Gm44317	Gm44317	antisense	NA	NA
Gm44318	Gm44318	miRNA	NA	NA
Gm44319	Gm44319	miRNA	NA	NA
Gm4432	Gm4432	processed_pseudogene	NA	NA
Gm44320	Gm44320	miRNA	NA	NA
Gm44321	Gm44321	TEC	NA	NA
Gm44322	Gm44322	miRNA	NA	NA
Gm44323	Gm44323	miRNA	NA	NA
Gm44324	Gm44324	miRNA	NA	NA
Gm44325	Gm44325	miRNA	NA	NA
Gm44326	Gm44326	miRNA	NA	NA
Gm44327	Gm44327	miRNA	NA	NA
Gm44328	Gm44328	miRNA	NA	NA
Gm44329	Gm44329	miRNA	NA	NA
Gm44330	Gm44330	miRNA	NA	NA
Gm44331	Gm44331	processed_pseudogene	NA	NA
Gm44332	Gm44332	processed_pseudogene	NA	NA
Gm44333	Gm44333	miRNA	NA	NA
Gm44334	Gm44334	miRNA	NA	NA
Gm44335	Gm44335	miRNA	NA	NA
Gm44336	Gm44336	processed_pseudogene	NA	NA
Gm44337	Gm44337	miRNA	NA	NA
Gm44338	Gm44338	miRNA	NA	NA
Gm44339	Gm44339	miRNA	NA	NA
Gm44340	Gm44340	miRNA	NA	NA
Gm44341	Gm44341	miRNA	NA	NA
Gm44342	Gm44342	miRNA	NA	NA
Gm44343	Gm44343	miRNA	NA	NA
Gm44344	Gm44344	miRNA	NA	NA
Gm44345	Gm44345	miRNA	NA	NA
Gm44346	Gm44346	miRNA	NA	NA
Gm44347	Gm44347	miRNA	NA	NA
Gm44348	Gm44348	miRNA	NA	NA
Gm44349	Gm44349	miRNA	NA	NA
Gm44350	Gm44350	miRNA	NA	NA
Gm44351	Gm44351	miRNA	NA	NA
Gm44352	Gm44352	miRNA	NA	NA
Gm44353	Gm44353	miRNA	NA	NA
Gm44354	Gm44354	miRNA	NA	NA
Gm44355	Gm44355	miRNA	NA	NA
Gm44356	Gm44356	miRNA	NA	NA
Gm44357	Gm44357	miRNA	NA	NA
Gm44358	Gm44358	miRNA	NA	NA
Gm44359	Gm44359	miRNA	NA	NA
Gm44360	Gm44360	miRNA	NA	NA
Gm44361	Gm44361	miRNA	NA	NA
Gm44363	Gm44363	miRNA	NA	NA
Gm44364	Gm44364	miRNA	NA	NA
Gm44365	Gm44365	miRNA	NA	NA
Gm44366	Gm44366	sense_intronic	NA	NA
Gm44367	Gm44367	miRNA	NA	NA
Gm44369	Gm44369	TEC	NA	NA
Gm44370	Gm44370	miRNA	NA	NA
Gm44371	Gm44371	TEC	NA	NA
Gm44372	Gm44372	miRNA	NA	NA
Gm44373	Gm44373	miRNA	NA	NA
Gm44374	Gm44374	miRNA	NA	NA
Gm44375	Gm44375	miRNA	NA	NA
Gm44376	Gm44376	miRNA	NA	NA
Gm44377	Gm44377	miRNA	NA	NA
Gm44378	Gm44378	miRNA	NA	NA
Gm44379	Gm44379	TEC	NA	NA
Gm44380	Gm44380	TEC	NA	NA
Gm44381	Gm44381	miRNA	NA	NA
Gm44382	Gm44382	miRNA	NA	NA
Gm44383	Gm44383	miRNA	NA	NA
Gm44384	Gm44384	miRNA	NA	NA
Gm44385	Gm44385	miRNA	NA	NA
Gm44386	Gm44386	lincRNA	NA	NA
Gm44387	Gm44387	miRNA	NA	NA
Gm44388	Gm44388	TEC	NA	NA
Gm44389	Gm44389	processed_pseudogene	NA	NA
Gm44390	Gm44390	miRNA	NA	NA
Gm44391	Gm44391	miRNA	NA	NA
Gm44392	Gm44392	miRNA	NA	NA
Gm44393	Gm44393	miRNA	NA	NA
Gm44394	Gm44394	miRNA	NA	NA
Gm44395	Gm44395	miRNA	NA	NA
Gm44396	Gm44396	miRNA	NA	NA
Gm44397	Gm44397	miRNA	NA	NA
Gm44399	Gm44399	processed_pseudogene	NA	NA
Gm44401	Gm44401	TEC	NA	NA
Gm44402	Gm44402	processed_pseudogene	NA	NA
Gm44403	Gm44403	miRNA	NA	NA
Gm44404	Gm44404	processed_pseudogene	NA	NA
Gm44405	Gm44405	miRNA	NA	NA
Gm44407	Gm44407	miRNA	NA	NA
Gm44408	Gm44408	miRNA	NA	NA
Gm44409	Gm44409	miRNA	NA	NA
Gm44410	Gm44410	lincRNA	NA	NA
Gm44411	Gm44411	processed_pseudogene	NA	NA
Gm44412	Gm44412	processed_pseudogene	NA	NA
Gm44413	Gm44413	miRNA	NA	NA
Gm44414	Gm44414	TEC	NA	NA
Gm44415	Gm44415	TEC	NA	NA
Gm44416	Gm44416	TEC	NA	NA
Gm44417	Gm44417	TEC	NA	NA
Gm44418	Gm44418	antisense	NA	NA
Gm44419	Gm44419	processed_pseudogene	NA	NA
Gm44420	Gm44420	processed_pseudogene	NA	NA
Gm44421	Gm44421	lincRNA	NA	NA
Gm44422	Gm44422	processed_pseudogene	NA	NA
Gm44423	Gm44423	TEC	NA	NA
Gm44424	Gm44424	TEC	NA	NA
Gm44425	Gm44425	processed_pseudogene	NA	NA
Gm44426	Gm44426	processed_pseudogene	NA	NA
Gm44427	Gm44427	lincRNA	NA	NA
Gm44428	Gm44428	TEC	NA	NA
Gm44429	Gm44429	processed_pseudogene	NA	NA
Gm44430	Gm44430	TEC	NA	NA
Gm44431	Gm44431	processed_pseudogene	NA	NA
Gm44432	Gm44432	TEC	NA	NA
Gm44433	Gm44433	TEC	NA	NA
Gm44434	Gm44434	TEC	NA	NA
Gm44435	Gm44435	TEC	NA	NA
Gm44436	Gm44436	TEC	NA	NA
Gm44437	Gm44437	TEC	NA	NA
Gm44438	Gm44438	TEC	NA	NA
Gm44439	Gm44439	TEC	NA	NA
Gm44440	Gm44440	TEC	NA	NA
Gm44441	Gm44441	TEC	NA	NA
Gm44442	Gm44442	lincRNA	NA	NA
Gm44443	Gm44443	TEC	NA	NA
Gm44445	Gm44445	TEC	NA	NA
Gm44446	Gm44446	processed_pseudogene	NA	NA
Gm44448	Gm44448	lincRNA	NA	NA
Gm44449	Gm44449	processed_pseudogene	NA	NA
Gm44450	Gm44450	miRNA	NA	NA
Gm44451	Gm44451	processed_pseudogene	NA	NA
Gm44451	Gm44451	processed_pseudogene	NA	NA
Gm44452	Gm44452	miRNA	NA	NA
Gm44453	Gm44453	miRNA	NA	NA
Gm44454	Gm44454	miRNA	NA	NA
Gm44455	Gm44455	miRNA	NA	NA
Gm44456	Gm44456	miRNA	NA	NA
Gm44457	Gm44457	miRNA	NA	NA
Gm44458	Gm44458	miRNA	NA	NA
Gm44459	Gm44459	processed_pseudogene	NA	NA
Gm44459	Gm44459	processed_pseudogene	NA	NA
Gm44460	Gm44460	miRNA	NA	NA
Gm44461	Gm44461	miRNA	NA	NA
Gm44462	Gm44462	miRNA	NA	NA
Gm44463	Gm44463	miRNA	NA	NA
Gm44464	Gm44464	miRNA	NA	NA
Gm44465	Gm44465	miRNA	NA	NA
Gm44466	Gm44466	miRNA	NA	NA
Gm44467	Gm44467	miRNA	NA	NA
Gm44468	Gm44468	miRNA	NA	NA
Gm44469	Gm44469	miRNA	NA	NA
Gm44470	Gm44470	unprocessed_pseudogene	NA	NA
Gm44471	Gm44471	miRNA	NA	NA
Gm44472	Gm44472	TEC	NA	NA
Gm44473	Gm44473	unprocessed_pseudogene	NA	NA
Gm44473	Gm44473	unprocessed_pseudogene	NA	NA
Gm44474	Gm44474	miRNA	NA	NA
Gm44475	Gm44475	processed_pseudogene	NA	NA
Gm44476	Gm44476	miRNA	NA	NA
Gm44477	Gm44477	miRNA	NA	NA
Gm44478	Gm44478	processed_pseudogene	NA	NA
Gm44479	Gm44479	miRNA	NA	NA
Gm44480	Gm44480	miRNA	NA	NA
Gm44481	Gm44481	miRNA	NA	NA
Gm44482	Gm44482	miRNA	NA	NA
Gm44483	Gm44483	miRNA	NA	NA
Gm44484	Gm44484	miRNA	NA	NA
Gm44485	Gm44485	miRNA	NA	NA
Gm44486	Gm44486	miRNA	NA	NA
Gm44487	Gm44487	processed_pseudogene	NA	NA
Gm44488	Gm44488	miRNA	NA	NA
Gm44489	Gm44489	miRNA	NA	NA
Gm44490	Gm44490	miRNA	NA	NA
Gm44491	Gm44491	miRNA	NA	NA
Gm44492	Gm44492	miRNA	NA	NA
Gm44493	Gm44493	miRNA	NA	NA
Gm44494	Gm44494	miRNA	NA	NA
Gm44495	Gm44495	miRNA	NA	NA
Gm44496	Gm44496	miRNA	NA	NA
Gm44497	Gm44497	miRNA	NA	NA
Gm44498	Gm44498	miRNA	NA	NA
Gm44499	Gm44499	miRNA	NA	NA
Gm4450	Gm4450	protein_coding	NA	NA
Gm44500	Gm44500	miRNA	NA	NA
Gm44501	Gm44501	protein_coding	NA	NA
Gm44502	Gm44502	protein_coding	NA	NA
Gm44503	Gm44503	protein_coding	NA	NA
Gm44506	Gm44506	antisense	NA	NA
Gm44507	Gm44507	lincRNA	NA	NA
Gm44508	Gm44508	TEC	NA	NA
Gm44509	Gm44509	TEC	NA	NA
Gm4451	Gm4451	unprocessed_pseudogene	NA	NA
Gm44510	Gm44510	TEC	NA	NA
Gm44511	Gm44511	protein_coding	NA	NA
Gm44513	Gm44513	processed_pseudogene	NA	NA
Gm44515	Gm44515	lincRNA	NA	NA
Gm44516	Gm44516	lincRNA	NA	NA
Gm44518	Gm44518	TEC	NA	NA
Gm44519	Gm44519	processed_pseudogene	NA	NA
Gm44520	Gm44520	processed_pseudogene	NA	NA
Gm44521	Gm44521	processed_pseudogene	NA	NA
Gm44523	Gm44523	processed_pseudogene	NA	NA
Gm44524	Gm44524	processed_pseudogene	NA	NA
Gm44524	Gm44524	processed_pseudogene	NA	NA
Gm44525	Gm44525	unprocessed_pseudogene	NA	NA
Gm44526	Gm44526	processed_pseudogene	NA	NA
Gm44527	Gm44527	transcribed_unprocessed_pseudogene	NA	NA
Gm44530	Gm44530	TEC	NA	NA
Gm44531	Gm44531	TEC	NA	NA
Gm44532	Gm44532	lincRNA	NA	NA
Gm44533	Gm44533	processed_pseudogene	NA	NA
Gm44535	Gm44535	TEC	NA	NA
Gm44538	Gm44538	processed_pseudogene	NA	NA
Gm44539	Gm44539	processed_pseudogene	NA	NA
Gm4454	Gm4454	unprocessed_pseudogene	NA	NA
Gm44540	Gm44540	processed_pseudogene	NA	NA
Gm44541	Gm44541	TEC	NA	NA
Gm44542	Gm44542	TEC	NA	NA
Gm44543	Gm44543	processed_pseudogene	NA	NA
Gm44544	Gm44544	unitary_pseudogene	NA	NA
Gm44545	Gm44545	TEC	NA	NA
Gm44546	Gm44546	lincRNA	NA	NA
Gm44547	Gm44547	TEC	NA	NA
Gm44548	Gm44548	processed_pseudogene	NA	NA
Gm44549	Gm44549	sense_intronic	NA	NA
Gm44550	Gm44550	TEC	NA	NA
Gm44551	Gm44551	processed_pseudogene	NA	NA
Gm44552	Gm44552	TEC	NA	NA
Gm44553	Gm44553	TEC	NA	NA
Gm44554	Gm44554	unprocessed_pseudogene	NA	NA
Gm44555	Gm44555	processed_pseudogene	NA	NA
Gm44559	Gm44559	TEC	NA	NA
Gm44560	Gm44560	TEC	NA	NA
Gm44561	Gm44561	unprocessed_pseudogene	NA	NA
Gm44562	Gm44562	TEC	NA	NA
Gm44563	Gm44563	unprocessed_pseudogene	NA	NA
Gm44564	Gm44564	unprocessed_pseudogene	NA	NA
Gm44565	Gm44565	unprocessed_pseudogene	NA	NA
Gm44566	Gm44566	unprocessed_pseudogene	NA	NA
Gm44567	Gm44567	TEC	NA	NA
Gm44570	Gm44570	antisense	NA	NA
Gm44571	Gm44571	processed_pseudogene	NA	NA
Gm44573	Gm44573	TEC	NA	NA
Gm44574	Gm44574	processed_transcript	NA	NA
Gm44575	Gm44575	unprocessed_pseudogene	NA	NA
Gm44576	Gm44576	processed_pseudogene	NA	NA
Gm44577	Gm44577	bidirectional_promoter_lncRNA	NA	NA
Gm44578	Gm44578	processed_pseudogene	NA	NA
Gm44579	Gm44579	protein_coding	NA	NA
Gm44580	Gm44580	processed_pseudogene	NA	NA
Gm44581	Gm44581	lincRNA	NA	NA
Gm44582	Gm44582	processed_pseudogene	NA	NA
Gm44583	Gm44583	processed_pseudogene	NA	NA
Gm44584	Gm44584	TEC	NA	NA
Gm44585	Gm44585	TEC	NA	NA
Gm44586	Gm44586	TEC	NA	NA
Gm44587	Gm44587	TEC	NA	NA
Gm44588	Gm44588	antisense	NA	NA
Gm44589	Gm44589	processed_pseudogene	NA	NA
Gm4459	Gm4459	processed_pseudogene	NA	NA
Gm44590	Gm44590	processed_pseudogene	NA	NA
Gm44593	Gm44593	lincRNA	NA	NA
Gm44594	Gm44594	processed_pseudogene	NA	NA
Gm44596	Gm44596	protein_coding	NA	NA
Gm44597	Gm44597	processed_transcript	NA	NA
Gm44598	Gm44598	unprocessed_pseudogene	NA	NA
Gm44600	Gm44600	processed_pseudogene	NA	NA
Gm44601	Gm44601	lincRNA	NA	NA
Gm44602	Gm44602	processed_pseudogene	NA	NA
Gm44603	Gm44603	processed_pseudogene	NA	NA
Gm44604	Gm44604	processed_pseudogene	NA	NA
Gm44605	Gm44605	unprocessed_pseudogene	NA	NA
Gm44607	Gm44607	TEC	NA	NA
Gm44608	Gm44608	TEC	NA	NA
Gm44609	Gm44609	processed_pseudogene	NA	NA
Gm44610	Gm44610	TEC	NA	NA
Gm44611	Gm44611	processed_pseudogene	NA	NA
Gm44613	Gm44613	antisense	NA	NA
Gm44615	Gm44615	processed_pseudogene	NA	NA
Gm44616	Gm44616	TEC	NA	NA
Gm44617	Gm44617	processed_transcript	NA	NA
Gm44618	Gm44618	lincRNA	NA	NA
Gm4462	Gm4462	processed_pseudogene	NA	NA
Gm44620	Gm44620	TEC	NA	NA
Gm44621	Gm44621	lincRNA	NA	NA
Gm44622	Gm44622	lincRNA	NA	NA
Gm44623	Gm44623	antisense	NA	NA
Gm44624	Gm44624	TEC	NA	NA
Gm44625	Gm44625	TEC	NA	NA
Gm44626	Gm44626	lincRNA	NA	NA
Gm44627	Gm44627	TEC	NA	NA
Gm44629	Gm44629	processed_pseudogene	NA	NA
Gm44632	Gm44632	antisense	NA	NA
Gm44633	Gm44633	antisense	NA	NA
Gm44634	Gm44634	unprocessed_pseudogene	NA	NA
Gm44636	Gm44636	TEC	NA	NA
Gm44638	Gm44638	unprocessed_pseudogene	NA	NA
Gm44639	Gm44639	TEC	NA	NA
Gm44640	Gm44640	processed_pseudogene	NA	NA
Gm44641	Gm44641	processed_transcript	NA	NA
Gm44643	Gm44643	lincRNA	NA	NA
Gm44644	Gm44644	lincRNA	NA	NA
Gm44645	Gm44645	TEC	NA	NA
Gm44646	Gm44646	processed_transcript	NA	NA
Gm44647	Gm44647	lincRNA	NA	NA
Gm44648	Gm44648	processed_pseudogene	NA	NA
Gm44649	Gm44649	antisense	NA	NA
Gm44650	Gm44650	unprocessed_pseudogene	NA	NA
Gm44651	Gm44651	processed_pseudogene	NA	NA
Gm44652	Gm44652	TEC	NA	NA
Gm44654	Gm44654	unprocessed_pseudogene	NA	NA
Gm44655	Gm44655	unprocessed_pseudogene	NA	NA
Gm44656	Gm44656	unprocessed_pseudogene	NA	NA
Gm44657	Gm44657	unprocessed_pseudogene	NA	NA
