Class	Length	Reads
rRNAdb-rRNA_Match_Genome	44	5103.00
rRNAdb-rRNA_Match_Genome	45	4069.00
rRNAdb-12S-rRNA_Match_Genome	15	61.00
rRNAdb-12S-rRNA_Match_Genome	16	57.00
rRNAdb-12S-rRNA_Match_Genome	17	42.00
rRNAdb-12S-rRNA_Match_Genome	18	28.00
rRNAdb-12S-rRNA_Match_Genome	19	16.00
rRNAdb-12S-rRNA_Match_Genome	20	28.00
rRNAdb-12S-rRNA_Match_Genome	21	17.00
rRNAdb-12S-rRNA_Match_Genome	22	27.00
rRNAdb-12S-rRNA_Match_Genome	23	17.00
rRNAdb-12S-rRNA_Match_Genome	24	13.00
rRNAdb-12S-rRNA_Match_Genome	25	8.00
rRNAdb-12S-rRNA_Match_Genome	26	6.00
rRNAdb-12S-rRNA_Match_Genome	27	5.00
rRNAdb-12S-rRNA_Match_Genome	28	2.00
rRNAdb-12S-rRNA_Match_Genome	30	1.00
rRNAdb-12S-rRNA_Match_Genome	31	2.00
rRNAdb-12S-rRNA_Match_Genome	32	1.00
rRNAdb-12S-rRNA_Match_Genome	35	1.00
rRNAdb-16S-rRNA_Match_Genome	15	847.00
rRNAdb-16S-rRNA_Match_Genome	16	672.00
rRNAdb-16S-rRNA_Match_Genome	17	382.00
rRNAdb-16S-rRNA_Match_Genome	18	539.00
rRNAdb-16S-rRNA_Match_Genome	19	618.00
rRNAdb-16S-rRNA_Match_Genome	20	1620.00
rRNAdb-16S-rRNA_Match_Genome	21	607.00
rRNAdb-16S-rRNA_Match_Genome	22	539.00
rRNAdb-16S-rRNA_Match_Genome	23	487.00
rRNAdb-16S-rRNA_Match_Genome	24	585.00
rRNAdb-16S-rRNA_Match_Genome	25	439.00
rRNAdb-16S-rRNA_Match_Genome	26	480.00
rRNAdb-16S-rRNA_Match_Genome	27	417.00
rRNAdb-16S-rRNA_Match_Genome	28	394.00
rRNAdb-16S-rRNA_Match_Genome	29	647.00
rRNAdb-16S-rRNA_Match_Genome	30	562.00
rRNAdb-16S-rRNA_Match_Genome	31	477.00
rRNAdb-16S-rRNA_Match_Genome	32	534.00
rRNAdb-16S-rRNA_Match_Genome	33	500.00
rRNAdb-16S-rRNA_Match_Genome	34	494.00
rRNAdb-16S-rRNA_Match_Genome	35	412.00
rRNAdb-16S-rRNA_Match_Genome	36	403.00
rRNAdb-16S-rRNA_Match_Genome	37	463.00
rRNAdb-16S-rRNA_Match_Genome	38	345.00
rRNAdb-16S-rRNA_Match_Genome	39	358.00
rRNAdb-16S-rRNA_Match_Genome	40	364.00
rRNAdb-16S-rRNA_Match_Genome	41	273.00
rRNAdb-16S-rRNA_Match_Genome	42	286.00
rRNAdb-16S-rRNA_Match_Genome	43	294.00
rRNAdb-16S-rRNA_Match_Genome	44	514.00
rRNAdb-16S-rRNA_Match_Genome	45	442.00
rRNAdb-18S-rRNA_Match_Genome	15	2230.00
rRNAdb-18S-rRNA_Match_Genome	16	1982.00
rRNAdb-18S-rRNA_Match_Genome	17	1829.00
rRNAdb-18S-rRNA_Match_Genome	18	1247.00
rRNAdb-18S-rRNA_Match_Genome	19	1018.00
rRNAdb-18S-rRNA_Match_Genome	20	773.00
rRNAdb-18S-rRNA_Match_Genome	21	717.00
rRNAdb-18S-rRNA_Match_Genome	22	718.00
rRNAdb-18S-rRNA_Match_Genome	23	567.00
rRNAdb-18S-rRNA_Match_Genome	24	515.00
rRNAdb-18S-rRNA_Match_Genome	25	513.00
rRNAdb-18S-rRNA_Match_Genome	26	530.00
rRNAdb-18S-rRNA_Match_Genome	27	485.00
rRNAdb-18S-rRNA_Match_Genome	28	369.00
rRNAdb-18S-rRNA_Match_Genome	29	381.00
rRNAdb-18S-rRNA_Match_Genome	30	228.00
rRNAdb-18S-rRNA_Match_Genome	31	291.00
rRNAdb-18S-rRNA_Match_Genome	32	525.00
rRNAdb-18S-rRNA_Match_Genome	33	300.00
rRNAdb-18S-rRNA_Match_Genome	34	213.00
rRNAdb-18S-rRNA_Match_Genome	35	238.00
rRNAdb-18S-rRNA_Match_Genome	36	188.00
rRNAdb-18S-rRNA_Match_Genome	37	194.00
rRNAdb-18S-rRNA_Match_Genome	38	172.00
rRNAdb-18S-rRNA_Match_Genome	39	160.00
rRNAdb-18S-rRNA_Match_Genome	40	144.00
rRNAdb-18S-rRNA_Match_Genome	41	157.00
rRNAdb-18S-rRNA_Match_Genome	42	215.00
rRNAdb-18S-rRNA_Match_Genome	43	96.00
rRNAdb-18S-rRNA_Match_Genome	44	107.00
rRNAdb-18S-rRNA_Match_Genome	45	91.00
rRNAdb-28S-rRNA_Match_Genome	15	6020.00
rRNAdb-28S-rRNA_Match_Genome	16	5980.00
rRNAdb-28S-rRNA_Match_Genome	17	4821.00
rRNAdb-28S-rRNA_Match_Genome	18	7491.00
rRNAdb-28S-rRNA_Match_Genome	19	10475.00
rRNAdb-28S-rRNA_Match_Genome	20	2582.00
rRNAdb-28S-rRNA_Match_Genome	21	2216.00
rRNAdb-28S-rRNA_Match_Genome	22	2016.00
rRNAdb-28S-rRNA_Match_Genome	23	2094.00
rRNAdb-28S-rRNA_Match_Genome	24	1309.00
rRNAdb-28S-rRNA_Match_Genome	25	1021.00
rRNAdb-28S-rRNA_Match_Genome	26	899.00
rRNAdb-28S-rRNA_Match_Genome	27	717.00
rRNAdb-28S-rRNA_Match_Genome	28	662.00
rRNAdb-28S-rRNA_Match_Genome	29	645.00
rRNAdb-28S-rRNA_Match_Genome	30	856.00
rRNAdb-28S-rRNA_Match_Genome	31	886.00
rRNAdb-28S-rRNA_Match_Genome	32	1444.00
rRNAdb-28S-rRNA_Match_Genome	33	4914.00
rRNAdb-28S-rRNA_Match_Genome	34	824.00
rRNAdb-28S-rRNA_Match_Genome	35	887.00
rRNAdb-28S-rRNA_Match_Genome	36	1892.00
rRNAdb-28S-rRNA_Match_Genome	37	7797.00
rRNAdb-28S-rRNA_Match_Genome	38	1112.00
rRNAdb-28S-rRNA_Match_Genome	39	20313.00
rRNAdb-28S-rRNA_Match_Genome	40	4371.00
rRNAdb-28S-rRNA_Match_Genome	41	784.00
rRNAdb-28S-rRNA_Match_Genome	42	6926.00
rRNAdb-28S-rRNA_Match_Genome	43	2176.00
rRNAdb-28S-rRNA_Match_Genome	44	4436.00
rRNAdb-28S-rRNA_Match_Genome	45	3520.00
rRNAdb-4.5S-rRNA_Match_Genome	15	5.00
rRNAdb-4.5S-rRNA_Match_Genome	16	3.00
rRNAdb-4.5S-rRNA_Match_Genome	17	1.00
rRNAdb-4.5S-rRNA_Match_Genome	19	1.00
rRNAdb-4.5S-rRNA_Match_Genome	20	1.00
rRNAdb-4.5S-rRNA_Match_Genome	21	3.00
rRNAdb-4.5S-rRNA_Match_Genome	23	1.00
rRNAdb-4.5S-rRNA_Match_Genome	28	1.00
rRNAdb-4.5S-rRNA_Match_Genome	31	3.00
rRNAdb-4.5S-rRNA_Match_Genome	36	1.00
rRNAdb-4.5S-rRNA_Match_Genome	37	1.00
rRNAdb-4.5S-rRNA_Match_Genome	39	1.00
rRNAdb-4.5S-rRNA_Match_Genome	43	2.00
rRNAdb-45S-rRNA_Match_Genome	15	845.00
rRNAdb-45S-rRNA_Match_Genome	16	146.00
rRNAdb-45S-rRNA_Match_Genome	17	97.00
rRNAdb-45S-rRNA_Match_Genome	18	77.00
rRNAdb-45S-rRNA_Match_Genome	19	67.00
rRNAdb-45S-rRNA_Match_Genome	20	3.00
rRNAdb-45S-rRNA_Match_Genome	21	144.00
rRNAdb-45S-rRNA_Match_Genome	22	4.00
rRNAdb-45S-rRNA_Match_Genome	23	2.00
rRNAdb-45S-rRNA_Match_Genome	31	2.00
rRNAdb-45S-rRNA_Match_Genome	37	1.00
rRNAdb-5.8S-rRNA_Match_Genome	15	763.00
rRNAdb-5.8S-rRNA_Match_Genome	16	472.00
rRNAdb-5.8S-rRNA_Match_Genome	17	288.00
rRNAdb-5.8S-rRNA_Match_Genome	18	78.00
rRNAdb-5.8S-rRNA_Match_Genome	19	33.00
rRNAdb-5.8S-rRNA_Match_Genome	20	15.00
rRNAdb-5.8S-rRNA_Match_Genome	21	11.00
rRNAdb-5.8S-rRNA_Match_Genome	22	5.00
rRNAdb-5.8S-rRNA_Match_Genome	23	6.00
rRNAdb-5.8S-rRNA_Match_Genome	24	6.00
rRNAdb-5.8S-rRNA_Match_Genome	25	6.00
rRNAdb-5.8S-rRNA_Match_Genome	26	1.00
rRNAdb-5.8S-rRNA_Match_Genome	27	5.00
rRNAdb-5.8S-rRNA_Match_Genome	28	4.00
rRNAdb-5.8S-rRNA_Match_Genome	30	3.00
rRNAdb-5.8S-rRNA_Match_Genome	31	1.00
rRNAdb-5S-rRNA_Match_Genome	15	668.00
rRNAdb-5S-rRNA_Match_Genome	16	329.00
rRNAdb-5S-rRNA_Match_Genome	17	246.00
rRNAdb-5S-rRNA_Match_Genome	18	201.00
rRNAdb-5S-rRNA_Match_Genome	19	120.00
rRNAdb-5S-rRNA_Match_Genome	20	101.00
rRNAdb-5S-rRNA_Match_Genome	21	108.00
rRNAdb-5S-rRNA_Match_Genome	22	147.00
rRNAdb-5S-rRNA_Match_Genome	23	139.00
rRNAdb-5S-rRNA_Match_Genome	24	147.00
rRNAdb-5S-rRNA_Match_Genome	25	170.00
rRNAdb-5S-rRNA_Match_Genome	26	91.00
rRNAdb-5S-rRNA_Match_Genome	27	178.00
rRNAdb-5S-rRNA_Match_Genome	28	362.00
rRNAdb-5S-rRNA_Match_Genome	29	118.00
rRNAdb-5S-rRNA_Match_Genome	30	35.00
rRNAdb-5S-rRNA_Match_Genome	31	53.00
rRNAdb-5S-rRNA_Match_Genome	32	100.00
rRNAdb-5S-rRNA_Match_Genome	33	101.00
rRNAdb-5S-rRNA_Match_Genome	34	134.00
rRNAdb-5S-rRNA_Match_Genome	35	163.00
rRNAdb-5S-rRNA_Match_Genome	36	180.00
rRNAdb-5S-rRNA_Match_Genome	37	278.00
rRNAdb-5S-rRNA_Match_Genome	38	253.00
rRNAdb-5S-rRNA_Match_Genome	39	131.00
rRNAdb-5S-rRNA_Match_Genome	40	60.00
rRNAdb-5S-rRNA_Match_Genome	41	52.00
rRNAdb-5S-rRNA_Match_Genome	42	69.00
rRNAdb-5S-rRNA_Match_Genome	43	55.00
rRNAdb-5S-rRNA_Match_Genome	44	46.00
rRNAdb-5S-rRNA_Match_Genome	45	16.00
YRNAdb-YRNA_Match_Genome	15	24.00
YRNAdb-YRNA_Match_Genome	16	39.00
YRNAdb-YRNA_Match_Genome	17	11.00
YRNAdb-YRNA_Match_Genome	18	6.00
YRNAdb-YRNA_Match_Genome	19	8.00
YRNAdb-YRNA_Match_Genome	20	10.00
YRNAdb-YRNA_Match_Genome	21	22.00
YRNAdb-YRNA_Match_Genome	22	30.00
YRNAdb-YRNA_Match_Genome	23	48.00
YRNAdb-YRNA_Match_Genome	24	27.00
YRNAdb-YRNA_Match_Genome	25	31.00
YRNAdb-YRNA_Match_Genome	26	36.00
YRNAdb-YRNA_Match_Genome	27	171.00
YRNAdb-YRNA_Match_Genome	28	98.00
YRNAdb-YRNA_Match_Genome	29	29.00
YRNAdb-YRNA_Match_Genome	30	25.00
YRNAdb-YRNA_Match_Genome	31	8.00
YRNAdb-YRNA_Match_Genome	32	1.00
YRNAdb-YRNA_Match_Genome	33	4.00
YRNAdb-YRNA_Match_Genome	34	7.00
YRNAdb-YRNA_Match_Genome	35	8.00
YRNAdb-YRNA_Match_Genome	36	5.00
YRNAdb-YRNA_Match_Genome	37	5.00
YRNAdb-YRNA_Match_Genome	38	3.00
YRNAdb-YRNA_Match_Genome	39	5.00
YRNAdb-YRNA_Match_Genome	40	5.00
YRNAdb-YRNA_Match_Genome	42	3.00
YRNAdb-YRNA_Match_Genome	43	3.00
YRNAdb-YRNA_Match_Genome	44	5.00
YRNAdb-YRNA_Match_Genome	45	2.00
YRNAdb-RNY1-YRNA_Match_Genome	15	20.00
YRNAdb-RNY1-YRNA_Match_Genome	16	36.00
YRNAdb-RNY1-YRNA_Match_Genome	17	6.00
YRNAdb-RNY1-YRNA_Match_Genome	18	3.00
YRNAdb-RNY1-YRNA_Match_Genome	19	6.00
YRNAdb-RNY1-YRNA_Match_Genome	20	6.00
YRNAdb-RNY1-YRNA_Match_Genome	21	14.00
YRNAdb-RNY1-YRNA_Match_Genome	22	23.00
YRNAdb-RNY1-YRNA_Match_Genome	23	41.00
YRNAdb-RNY1-YRNA_Match_Genome	24	9.00
YRNAdb-RNY1-YRNA_Match_Genome	25	6.00
YRNAdb-RNY1-YRNA_Match_Genome	26	32.00
YRNAdb-RNY1-YRNA_Match_Genome	27	168.00
YRNAdb-RNY1-YRNA_Match_Genome	28	96.00
YRNAdb-RNY1-YRNA_Match_Genome	29	26.00
YRNAdb-RNY1-YRNA_Match_Genome	30	20.00
YRNAdb-RNY1-YRNA_Match_Genome	31	4.00
YRNAdb-RNY1-YRNA_Match_Genome	32	1.00
YRNAdb-RNY1-YRNA_Match_Genome	33	4.00
YRNAdb-RNY1-YRNA_Match_Genome	34	7.00
YRNAdb-RNY1-YRNA_Match_Genome	35	7.00
YRNAdb-RNY1-YRNA_Match_Genome	36	2.00
YRNAdb-RNY1-YRNA_Match_Genome	37	4.00
YRNAdb-RNY1-YRNA_Match_Genome	38	3.00
YRNAdb-RNY1-YRNA_Match_Genome	39	4.00
YRNAdb-RNY1-YRNA_Match_Genome	40	4.00
YRNAdb-RNY1-YRNA_Match_Genome	42	1.00
YRNAdb-RNY1-YRNA_Match_Genome	43	3.00
YRNAdb-RNY1-YRNA_Match_Genome	44	2.00
YRNAdb-RNY3-YRNA_Match_Genome	15	4.00
YRNAdb-RNY3-YRNA_Match_Genome	16	3.00
YRNAdb-RNY3-YRNA_Match_Genome	17	5.00
YRNAdb-RNY3-YRNA_Match_Genome	18	3.00
YRNAdb-RNY3-YRNA_Match_Genome	19	2.00
YRNAdb-RNY3-YRNA_Match_Genome	20	4.00
YRNAdb-RNY3-YRNA_Match_Genome	21	8.00
YRNAdb-RNY3-YRNA_Match_Genome	22	7.00
YRNAdb-RNY3-YRNA_Match_Genome	23	7.00
YRNAdb-RNY3-YRNA_Match_Genome	24	18.00
YRNAdb-RNY3-YRNA_Match_Genome	25	25.00
YRNAdb-RNY3-YRNA_Match_Genome	26	4.00
YRNAdb-RNY3-YRNA_Match_Genome	27	3.00
YRNAdb-RNY3-YRNA_Match_Genome	28	2.00
YRNAdb-RNY3-YRNA_Match_Genome	29	3.00
YRNAdb-RNY3-YRNA_Match_Genome	30	5.00
YRNAdb-RNY3-YRNA_Match_Genome	31	4.00
YRNAdb-RNY3-YRNA_Match_Genome	35	1.00
YRNAdb-RNY3-YRNA_Match_Genome	36	3.00
YRNAdb-RNY3-YRNA_Match_Genome	37	1.00
YRNAdb-RNY3-YRNA_Match_Genome	39	1.00
YRNAdb-RNY3-YRNA_Match_Genome	40	1.00
YRNAdb-RNY3-YRNA_Match_Genome	42	2.00
YRNAdb-RNY3-YRNA_Match_Genome	44	3.00
YRNAdb-RNY3-YRNA_Match_Genome	45	2.00
rRNAdb-rRNA_Unmatch_Genome	15	5.00
rRNAdb-rRNA_Unmatch_Genome	16	125.00
rRNAdb-rRNA_Unmatch_Genome	17	3837.00
rRNAdb-rRNA_Unmatch_Genome	18	1304.00
rRNAdb-rRNA_Unmatch_Genome	19	1178.00
rRNAdb-rRNA_Unmatch_Genome	20	1259.00
rRNAdb-rRNA_Unmatch_Genome	21	1490.00
rRNAdb-rRNA_Unmatch_Genome	22	1117.00
rRNAdb-rRNA_Unmatch_Genome	23	2191.00
rRNAdb-rRNA_Unmatch_Genome	24	2107.00
rRNAdb-rRNA_Unmatch_Genome	25	857.00
rRNAdb-rRNA_Unmatch_Genome	26	1433.00
rRNAdb-rRNA_Unmatch_Genome	27	1066.00
rRNAdb-rRNA_Unmatch_Genome	28	620.00
rRNAdb-rRNA_Unmatch_Genome	29	459.00
rRNAdb-rRNA_Unmatch_Genome	30	488.00
rRNAdb-rRNA_Unmatch_Genome	31	1462.00
rRNAdb-rRNA_Unmatch_Genome	32	669.00
rRNAdb-rRNA_Unmatch_Genome	33	992.00
rRNAdb-rRNA_Unmatch_Genome	34	430.00
rRNAdb-rRNA_Unmatch_Genome	35	332.00
rRNAdb-rRNA_Unmatch_Genome	36	431.00
rRNAdb-rRNA_Unmatch_Genome	37	339.00
rRNAdb-rRNA_Unmatch_Genome	38	289.00
rRNAdb-rRNA_Unmatch_Genome	39	224.00
rRNAdb-rRNA_Unmatch_Genome	40	250.00
rRNAdb-rRNA_Unmatch_Genome	41	645.00
rRNAdb-rRNA_Unmatch_Genome	42	409.00
rRNAdb-rRNA_Unmatch_Genome	43	183.00
rRNAdb-rRNA_Unmatch_Genome	44	132.00
rRNAdb-rRNA_Unmatch_Genome	45	59.00
rRNAdb-12S-rRNA_Unmatch_Genome	19	5.00
rRNAdb-12S-rRNA_Unmatch_Genome	20	4.00
rRNAdb-12S-rRNA_Unmatch_Genome	21	2.00
rRNAdb-12S-rRNA_Unmatch_Genome	22	1.00
rRNAdb-12S-rRNA_Unmatch_Genome	24	1.00
rRNAdb-12S-rRNA_Unmatch_Genome	31	1.00
rRNAdb-12S-rRNA_Unmatch_Genome	37	2.00
rRNAdb-18S-rRNA_Unmatch_Genome	16	1.00
rRNAdb-18S-rRNA_Unmatch_Genome	17	4.00
rRNAdb-18S-rRNA_Unmatch_Genome	18	3.00
rRNAdb-18S-rRNA_Unmatch_Genome	19	8.00
rRNAdb-18S-rRNA_Unmatch_Genome	20	8.00
rRNAdb-18S-rRNA_Unmatch_Genome	21	10.00
rRNAdb-18S-rRNA_Unmatch_Genome	22	8.00
rRNAdb-18S-rRNA_Unmatch_Genome	23	25.00
rRNAdb-18S-rRNA_Unmatch_Genome	24	33.00
rRNAdb-18S-rRNA_Unmatch_Genome	25	15.00
rRNAdb-18S-rRNA_Unmatch_Genome	26	8.00
rRNAdb-18S-rRNA_Unmatch_Genome	28	2.00
rRNAdb-18S-rRNA_Unmatch_Genome	29	7.00
rRNAdb-18S-rRNA_Unmatch_Genome	30	6.00
rRNAdb-18S-rRNA_Unmatch_Genome	31	3.00
rRNAdb-18S-rRNA_Unmatch_Genome	32	4.00
rRNAdb-18S-rRNA_Unmatch_Genome	33	2.00
rRNAdb-18S-rRNA_Unmatch_Genome	34	3.00
rRNAdb-18S-rRNA_Unmatch_Genome	35	3.00
rRNAdb-18S-rRNA_Unmatch_Genome	36	8.00
rRNAdb-18S-rRNA_Unmatch_Genome	37	3.00
rRNAdb-18S-rRNA_Unmatch_Genome	38	1.00
rRNAdb-18S-rRNA_Unmatch_Genome	39	10.00
rRNAdb-18S-rRNA_Unmatch_Genome	40	9.00
rRNAdb-18S-rRNA_Unmatch_Genome	41	2.00
rRNAdb-18S-rRNA_Unmatch_Genome	42	3.00
rRNAdb-18S-rRNA_Unmatch_Genome	43	4.00
rRNAdb-18S-rRNA_Unmatch_Genome	44	1.00
rRNAdb-18S-rRNA_Unmatch_Genome	45	3.00
rRNAdb-28S-rRNA_Unmatch_Genome	15	5.00
rRNAdb-28S-rRNA_Unmatch_Genome	16	121.00
rRNAdb-28S-rRNA_Unmatch_Genome	17	3724.00
rRNAdb-28S-rRNA_Unmatch_Genome	18	1027.00
rRNAdb-28S-rRNA_Unmatch_Genome	19	983.00
rRNAdb-28S-rRNA_Unmatch_Genome	20	704.00
rRNAdb-28S-rRNA_Unmatch_Genome	21	1049.00
rRNAdb-28S-rRNA_Unmatch_Genome	22	909.00
rRNAdb-28S-rRNA_Unmatch_Genome	23	1798.00
rRNAdb-28S-rRNA_Unmatch_Genome	24	1846.00
rRNAdb-28S-rRNA_Unmatch_Genome	25	531.00
rRNAdb-28S-rRNA_Unmatch_Genome	26	700.00
rRNAdb-28S-rRNA_Unmatch_Genome	27	525.00
rRNAdb-28S-rRNA_Unmatch_Genome	28	441.00
rRNAdb-28S-rRNA_Unmatch_Genome	29	289.00
rRNAdb-28S-rRNA_Unmatch_Genome	30	310.00
rRNAdb-28S-rRNA_Unmatch_Genome	31	935.00
rRNAdb-28S-rRNA_Unmatch_Genome	32	291.00
rRNAdb-28S-rRNA_Unmatch_Genome	33	291.00
rRNAdb-28S-rRNA_Unmatch_Genome	34	268.00
rRNAdb-28S-rRNA_Unmatch_Genome	35	245.00
rRNAdb-28S-rRNA_Unmatch_Genome	36	260.00
rRNAdb-28S-rRNA_Unmatch_Genome	37	260.00
rRNAdb-28S-rRNA_Unmatch_Genome	38	182.00
rRNAdb-28S-rRNA_Unmatch_Genome	39	160.00
rRNAdb-28S-rRNA_Unmatch_Genome	40	144.00
rRNAdb-28S-rRNA_Unmatch_Genome	41	419.00
rRNAdb-28S-rRNA_Unmatch_Genome	42	164.00
rRNAdb-28S-rRNA_Unmatch_Genome	43	58.00
rRNAdb-28S-rRNA_Unmatch_Genome	44	42.00
rRNAdb-28S-rRNA_Unmatch_Genome	45	29.00
rRNAdb-45S-rRNA_Unmatch_Genome	16	3.00
rRNAdb-45S-rRNA_Unmatch_Genome	17	96.00
rRNAdb-45S-rRNA_Unmatch_Genome	18	179.00
rRNAdb-45S-rRNA_Unmatch_Genome	19	96.00
rRNAdb-45S-rRNA_Unmatch_Genome	20	231.00
rRNAdb-45S-rRNA_Unmatch_Genome	21	142.00
rRNAdb-45S-rRNA_Unmatch_Genome	22	70.00
rRNAdb-45S-rRNA_Unmatch_Genome	23	47.00
rRNAdb-45S-rRNA_Unmatch_Genome	24	135.00
rRNAdb-45S-rRNA_Unmatch_Genome	25	95.00
rRNAdb-45S-rRNA_Unmatch_Genome	26	67.00
rRNAdb-45S-rRNA_Unmatch_Genome	27	357.00
rRNAdb-45S-rRNA_Unmatch_Genome	28	74.00
rRNAdb-45S-rRNA_Unmatch_Genome	29	61.00
rRNAdb-45S-rRNA_Unmatch_Genome	30	71.00
rRNAdb-45S-rRNA_Unmatch_Genome	31	112.00
rRNAdb-45S-rRNA_Unmatch_Genome	32	161.00
rRNAdb-45S-rRNA_Unmatch_Genome	33	126.00
rRNAdb-45S-rRNA_Unmatch_Genome	34	83.00
rRNAdb-45S-rRNA_Unmatch_Genome	35	31.00
rRNAdb-45S-rRNA_Unmatch_Genome	36	32.00
rRNAdb-45S-rRNA_Unmatch_Genome	37	33.00
rRNAdb-45S-rRNA_Unmatch_Genome	38	54.00
rRNAdb-45S-rRNA_Unmatch_Genome	39	22.00
rRNAdb-45S-rRNA_Unmatch_Genome	40	8.00
rRNAdb-45S-rRNA_Unmatch_Genome	41	6.00
rRNAdb-45S-rRNA_Unmatch_Genome	42	7.00
rRNAdb-45S-rRNA_Unmatch_Genome	43	8.00
rRNAdb-45S-rRNA_Unmatch_Genome	44	10.00
rRNAdb-45S-rRNA_Unmatch_Genome	45	1.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	17	13.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	18	95.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	19	86.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	20	312.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	21	287.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	22	129.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	23	321.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	24	92.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	25	216.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	26	658.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	27	184.00
